Name,Overall_Rating,Cuisine,Rate for two,City,Review
Oliver Brown,3.9,"Cafe, Coffee, Shake, Juices, Beverages, Waffle, Desserts, Ice Cream",500,ahmedabad,"Been to this place 3-4 times. Prakash is always very sweet and accommodating. Plus always ask Vaibhav to make your shakes, they are perfect!!"
Oliver Brown,3.9,"Cafe, Coffee, Shake, Juices, Beverages, Waffle, Desserts, Ice Cream",500,ahmedabad,"I recently visited Oliver Brown on a weekend for a cup of iced coffee, and I was thoroughly impressed. The ambience was inviting, the seating comfortable, and the service top-notch. I had the pleasure of trying their iced coffee and dark hot chocolate, both of which were absolutely delicious. It's an excellent place overall, and I'm already looking forward to my next visit"
Crush Coffee,3,"Cafe, Shake, Beverages, Desserts",600,ahmedabad,Very watery ans thin shake
The Mohalla,3.8,Cafe,550,ahmedabad,it was not cheese burst pizza.. only cheeze was on the top.. not happy with the pizza sent made today
The Mohalla,3.8,Cafe,550,ahmedabad,"Yammi.,....test burger is best I love 💗 this BergerAnd fry is also missing 😂Love ❤️ you ........"
The Shaka Cafe,4.3,"North Indian, Pizza, Asian, Chinese, Cafe, Desserts, Beverages","1,200",ahmedabad,"food was not spicy , which I was told to restorant on call and instructions. "
The Shaka Cafe,4.3,"North Indian, Pizza, Asian, Chinese, Cafe, Desserts, Beverages","1,200",ahmedabad,Punjabi Thali is great. The taste was good and paratha was the star. The reason simple being provided instead of maida made Naan. So overall mindful serving to customer and liked it
Hobnob Bistro,3.7,"North Indian, Cafe, Italian, Chinese, Desserts, Shake, Beverages","1,000",ahmedabad,The owner didn't let us sit in the AC though it was not at all reserved. We already had booked our table priorly then also he didn't give us the AC table to sit. He said that you should call us and book the AC table but no one ever picks the call at all. 
Mleko,4.8,"Cafe, Coffee, Bakery, Fast Food, Continental, Desserts, Beverages",800,ahmedabad,Both coffees were spilled and the box of pasta was opened up with coffee in the pastaWe need the money back since the items were completely inedible.i wish i had negative stars
Kaffee - Mast Hai,4.1,"Cafe, Pasta, Burger, Sandwich, Pizza, Wraps, Desserts, Beverages","1,200",ahmedabad,washroom was not available. had to use mall's security guard's washroom
Kaffee - Mast Hai,4.1,"Cafe, Pasta, Burger, Sandwich, Pizza, Wraps, Desserts, Beverages","1,200",ahmedabad,waiters denied to serve the food
Kaffee - Mast Hai,4.1,"Cafe, Pasta, Burger, Sandwich, Pizza, Wraps, Desserts, Beverages","1,200",ahmedabad,not tasty today food 
Unlocked,4,"Cafe, Fast Food, North Indian, Chinese, Desserts, Beverages, Italian","1,200",ahmedabad,potion size has reduced. quality of food is nice 
Caffix - The Tech Cafe,3.9,"Cafe, Sandwich, Italian, Continental, Oriental, Salad, Desserts, Beverages","1,000",ahmedabad,Zomato shows 15% off on dining bill and the owner says we can offer 15% discount only if the bill is a minimum of Rs. 1000. Zomato doesn't mention any such thing but these guys have their own rules.What a joke! Customer banne se pehle hi customer tut gaya. 
Caffix - The Tech Cafe,3.9,"Cafe, Sandwich, Italian, Continental, Oriental, Salad, Desserts, Beverages","1,000",ahmedabad,"I received the delivery 15 minutes late, but it was worth👍👍"
Novelchef Cafe & Lounge,4.2,"Cafe, Continental, Italian, Fast Food, Desserts, Beverages",950,ahmedabad,"Tried a new quiet amazing place after quite some time and I’ll just say that I LOVED IT. Food, ambience and Anurag Pandey ji ki service aaayyhayyyhayyhayyy 🫶🏻 maza aa gaya 🎉"
Gamysticafe,4.2,"Cafe, Beverages, Sandwich, Fast Food, Mexican, Chinese, Desserts, Shake",950,ahmedabad,New concept of the cafe is quiet appealing that’s game+foodLike the food here Have visited this cafe several times Previously it used to b so much chaotic which was a minus point but now I think that is managed Every item v ordered here so far is yummy so far no complaints They have recently made changes in menu which I think is trouble becoz very short menu by far but I would appreciate that they manage to make a whole wheat paratha in place of all purpose flour in their combos Secondly their Mexican Buddha bowl is so yum
Gamysticafe,4.2,"Cafe, Beverages, Sandwich, Fast Food, Mexican, Chinese, Desserts, Shake",950,ahmedabad,"okay-ish cafe, only go here if you're interest in video games and have a large friend group. I had kitkat shake, it turned out, again, okay."
Cuppuccino,3.6,"Cafe, North Indian, Chinese, Mexican, Pizza, Pasta, Fast Food, Beverages",850,ahmedabad,very bad taste I hate it...it was not baked properly 
Core The Coffee Shop @ Lithosphere,3.8,"Pizza, Burger, Pasta, Oriental, Cafe, Shake, Beverages","2,000",ahmedabad,there were two thick strands of hair in my sandwich 
Core The Coffee Shop @ Lithosphere,3.8,"Pizza, Burger, Pasta, Oriental, Cafe, Shake, Beverages","2,000",ahmedabad,too late
I Love Sandwich House,3.9,"Cafe, Fast Food, Tea, Beverages, Sandwich, Coffee","1,100",ahmedabad,Very bad salad. Stale refried chicken. Had not expected such bad quality food from this place. Tasted and then ordered something else from upper crust.
I Love Sandwich House,3.9,"Cafe, Fast Food, Tea, Beverages, Sandwich, Coffee","1,100",ahmedabad,the rosti is undercooked and there is no spoon or fork. how to eat it in an office
I Love Sandwich House,3.9,"Cafe, Fast Food, Tea, Beverages, Sandwich, Coffee","1,100",ahmedabad,More pieces of avocado and placement of pieces would be yumm 
I Love Sandwich House,3.9,"Cafe, Fast Food, Tea, Beverages, Sandwich, Coffee","1,100",ahmedabad,Bad taste
Oven The Bakery & Cafe,4.4,"Cafe, Sandwich, Pizza, Fast Food, Shake, Ice Cream, Coffee, Beverages",600,ahmedabad,Great delivery & quality
Oven The Bakery & Cafe,4.4,"Cafe, Sandwich, Pizza, Fast Food, Shake, Ice Cream, Coffee, Beverages",600,ahmedabad,little overpriced may be due to zomato other than that it's good.
Oven The Bakery & Cafe,4.4,"Cafe, Sandwich, Pizza, Fast Food, Shake, Ice Cream, Coffee, Beverages",600,ahmedabad,really poor food quality.... totally waste of money .I'll never suggest this to anyone 
Silver Fork Cafe & Restaurant,-,"North Indian, Chinese, Continental, Italian, Mexican, Cafe, Beverages",900,ahmedabad,"""I had an amazing experience at Silver Fork! The hotel's 5-star service truly exceeded my expectations. The dinner was outstanding, and the food was delicious - every dish was a culinary delight. . I recommend Silver Fork for anyone looking food good food"
Silver Fork Cafe & Restaurant,-,"North Indian, Chinese, Continental, Italian, Mexican, Cafe, Beverages",900,ahmedabad,"Food is very good. Ambience  is good. No waiting periode. Enough space to enjoy,  specially  suitable  for Birthday party,  Marriage Anniversary  party,  Angagement party etc. "
Lil' Heaven Cafe,3.5,"Cafe, North Indian, Italian, Sandwich, Beverages, Shake",950,ahmedabad,Pasta were a little too spicy. Please make less spicy food next time.
Lil' Heaven Cafe,3.5,"Cafe, North Indian, Italian, Sandwich, Beverages, Shake",950,ahmedabad,PoorI ordered jain & they delivered with onionsI used to try new things that’s why I ordered but disappointed
Wagh Bakri Tea Lounge,4,"Cafe, Beverages, Fast Food, Desserts, Tea","1,000",ahmedabad,very nice packing and food 
Wagh Bakri Tea Lounge,4,"Cafe, Beverages, Fast Food, Desserts, Tea","1,000",ahmedabad,Taking of way of this guy very bad to the zomato customer
Rasa Restro Cafe,4.1,"Cafe, North Indian, Italian, Mexican, Thai, Biryani, Desserts, Beverages","1,100",ahmedabad,add more creamy gravy in pasto pasta it's only pasta gravy are not there 
Indie Brewed Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Fast Food",500,ahmedabad,Very bad iced AmericanoDon’t order from here
Indie Brewed Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Fast Food",500,ahmedabad,Ordered from here thrice. I love what they offer. Price is very reasonable. They have shifted from Sindhu Bhavan Road to now opposite Alpha Mall. Order without a second thought.. 
Indie Brewed Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Fast Food",500,ahmedabad,There is no ice in peach iced tea in fact it is not even cold
Oven The Bakery & Cafe,3.4,"Cafe, Bakery, Waffle, Desserts, Beverages",850,ahmedabad,"Extreme oily,  Veg puff was not at all fresh."
Oven The Bakery & Cafe,3.4,"Cafe, Bakery, Waffle, Desserts, Beverages",850,ahmedabad,"The cake was stale, and the box's smell was coming."
Oven The Bakery & Cafe,3.4,"Cafe, Bakery, Waffle, Desserts, Beverages",850,ahmedabad,"it's a good place and I can vouch for their cheesecakes but they cheat you, first of all their dine in price for cheesecake is 200 and in Zomato they show 300. I have Zomato gold and they would refuse me to pay through it by saying the Zomato 20% discount is only on menu but when you see their dining page, the first photo they have is of a cheesecake! hypocrisy? I love their cheesecakes but i don't like cheaters so I'd not go there again!"
Sphere Lounge - Hotel Ramada,4.2,"Cafe, North Indian, Chinese, Fast Food, Italian, Street Food, Sandwich, Panini",950,ahmedabad,must visit 
Sphere Lounge - Hotel Ramada,4.2,"Cafe, North Indian, Chinese, Fast Food, Italian, Street Food, Sandwich, Panini",950,ahmedabad,Very very expensive & Agli oily pasta were not good at all. Portion size was very small. I highly do not recommend to order from this place.
Smash Cafe,4.1,"Cafe, Fast Food, North Indian, Beverages",600,ahmedabad,Excellent food. Menu is extensive and seasonal to a particularly high standard. Highly recommended. 
Brewers - The Coffee Bar,3.9,"Cafe, Fast Food, Italian, North Indian, Mexican, Street Food, Salad, Beverages",350,ahmedabad,Half of the coffee was spilled in the bag.
Brewer Cafe & Restro,3.1,"Cafe, Pizza, Burger, Sandwich, Fast Food, Desserts, Beverages",600,ahmedabad,due to unavailability my order was replaced to burger which was not also good.. aloo tikki burger's bun are grilled/heated on pan with ghee and as per the taste tikki felt like frozen tikki and not proper amount of sauces.
Brewer Cafe & Restro,3.1,"Cafe, Pizza, Burger, Sandwich, Fast Food, Desserts, Beverages",600,ahmedabad,"Extremely less quantity according to the price, one person doing cooking, serving everything, thus too long waiting time. "
Brewer Cafe & Restro,3.1,"Cafe, Pizza, Burger, Sandwich, Fast Food, Desserts, Beverages",600,ahmedabad,Worst
Cafe Catchers,3.3,"Cafe, Shake, Beverages, Chinese, Italian, Mexican, Fast Food, North Indian",900,ahmedabad,Won’t order from here again . Regret
Cafe Catchers,3.3,"Cafe, Shake, Beverages, Chinese, Italian, Mexican, Fast Food, North Indian",900,ahmedabad,"Recently visited this newly opened place near Vastrapur to try their food. I had tried their special Mocktail, Maxican sizzler, stuffed mushroom and sizzling hot brownie. Food was delicious and freshly made. They have some discount and BOGo offers going on for January month. Must check and take benefits of it.."
Cafe Catchers,3.3,"Cafe, Shake, Beverages, Chinese, Italian, Mexican, Fast Food, North Indian",900,ahmedabad,Best food!!!Thai was excellent as well as punjabi!!A must visit place for foodies!!!Nice and cozy place to sit with friends and family!!
Cafe Catchers,3.3,"Cafe, Shake, Beverages, Chinese, Italian, Mexican, Fast Food, North Indian",900,ahmedabad,A place to visit for food lovers in Ahmedabad . Such and appealing vibe the place had with delicious food by the side.They had one of the best North Indian food I hadAlso they have wide range of cuisines available along with unique starters from Indian to Italian and Mexican cuisineDo visit this place with your friends and familyMy recommendationThai curry with herb riceCheese balls
Vince Cafe,3.9,"Cafe, Beverages, Fast Food, Shake, Sandwich, Chinese",450,ahmedabad,Good vibes in this cafe. Liked food quality. Beverages are too good and worth trying. Open cafe with good music and sometimes events 
Vince Cafe,3.9,"Cafe, Beverages, Fast Food, Shake, Sandwich, Chinese",450,ahmedabad,"Avoid visiting this place.They've been degrading with time.Food is creep, cringe.Just hyped somehow, totally avoid "
Vince Cafe,3.9,"Cafe, Beverages, Fast Food, Shake, Sandwich, Chinese",450,ahmedabad,"Super friendly place with the best interior design and spacious enough to accommodate many at a time. Love the vibe it creates. Amazing items on the menu, best for nightlife in Ahmedabad 👌🏻"
Cafe Selfie,3.9,"Cafe, Beverages, Shake, Fast Food",500,ahmedabad,vary small 
Cafe Selfie,3.9,"Cafe, Beverages, Shake, Fast Food",500,ahmedabad,Good and Fresh staff members
Cafe Selfie,3.9,"Cafe, Beverages, Shake, Fast Food",500,ahmedabad,Nice place for food and specially Location is nice and all shakes are awesome food is superb will inform to everyone visit this place onces.
58 Cafe House,-,"Cafe, Coffee, Fast Food, Beverages",500,ahmedabad,Sugarless coffee and not send with sugar totally wasted of money
58 Cafe House,-,"Cafe, Coffee, Fast Food, Beverages",500,ahmedabad,Nice food 👍
58 Cafe House,-,"Cafe, Coffee, Fast Food, Beverages",500,ahmedabad,worst chess used ... it's look like wee eat aata ..
Drunch,3.5,"Cafe, Coffee, Shake, Beverages, Pasta, Fast Food, Momos, Chinese",700,ahmedabad,"A perfect open air cafe in ahmedabad. Live IPL screening everyday. They have refreshing mocktails. I tried their mocktails, pizza, pasta, and bowl. Food was delicious and quality is also amazing. They have different different sitting arrangements. A perfect place for plan a date or hangout with your friends."
Cafe Cos,-,"Cafe, Coffee, Tea, Sandwich, Burger, Salad, Healthy Food, Beverages",750,ahmedabad,Coffee was very watery and tasteless
Cafe Cos,-,"Cafe, Coffee, Tea, Sandwich, Burger, Salad, Healthy Food, Beverages",750,ahmedabad,"If you're searching for a cafe that offers delicious, healthy alternatives to traditional pizza and pasta, look no further. 😍I recently had the pleasure of visiting a healthy cafe that prides itself on using multigrain and whole wheat ingredients in their pizza and pasta dishes. I must say, I was thoroughly impressed with both the quality of the food and the commitment to healthier options. Here's my detailed review:Ambiance:The cafe had a cozy and inviting atmosphere, with a modern yet warm decor. The use of natural materials and earthy colors created a pleasant dining environment. The seating arrangements were comfortable, and the staff was friendly and attentive, making for an...read more"
Cafe Cos,-,"Cafe, Coffee, Tea, Sandwich, Burger, Salad, Healthy Food, Beverages",750,ahmedabad,"I had brocoli soup previously from same restaurant, but today taste was totally different.it has more salt and pepper and some time it taste too salty and due to too much black pepper it made spicy "
Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad, superb quality and freshly made 
Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad,superb experience.  better than any Cafe.  bet for shakes and cold coffee.  I tried dine in also and food and ambiance was unmatched.  I recommend cold coffee shake and periperi fries. you can also taste pizza sandwich and burger average to best taste.
Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad,Garlic bread perfection  The Garlic Bread was a wonderful addition to my meal. The delivery was quick  and the bread arrived fresh and aromatic. 
Creamoholic Cafe,-,"Cafe, Coffee, Pizza, Burger, Fast Food, Desserts, Beverages",500,ahmedabad, Hub Chilli Burger  fiery treat for my taste buds. The delivery was quick and the burger was well-packed. The spicy patty  along with the fresh lettuce created a perfect balance of flavors
Shambhus Cafe,-,"Cafe, Fast Food",700,ahmedabad,Way taste was different as compared to prahladnagar garden cafe sambhus…most bogus literally iced crush was coming n last choclate topping was also too bad as if it was older one.
Tony Cafe,-,"Cafe, Sandwich, Burger, Pizza, Fast Food, Chinese, Shake, Beverages",700,ahmedabad,testy food new amazing food test
Tony Cafe,-,"Cafe, Sandwich, Burger, Pizza, Fast Food, Chinese, Shake, Beverages",700,ahmedabad,good 
Tony Cafe,-,"Cafe, Sandwich, Burger, Pizza, Fast Food, Chinese, Shake, Beverages",700,ahmedabad,Best food and place so good with dance place and food test of mumbai 😋 yummy best place in naroda so yummy
Cafe Kyzo,4.1,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Burger, Fast Food",600,ahmedabad,"The burgers are juicy, crisp, authentic and tasty, something i had been searching for a while. Definitely a perfect combo with fresh mocktails and coffee. Loved it."
The Avenue Cafe,3.6,"Cafe, Fast Food, Coffee, Beverages, Sandwich",600,ahmedabad,Black plastic found in chhole..image attached
The Avenue Cafe,3.6,"Cafe, Fast Food, Coffee, Beverages, Sandwich",600,ahmedabad,The best cafe in the town! The coffee is amazing and the atmosphere is so cozy. Highly recommend!
Veronica's,3.2,Cafe,"1,500",mumbai,"I feel this place is overhyped because of Instagram. There is nothing special or different about this place. It’s just like many other cafés/restaurants. The menu is very similar to many other places. the food choice is EXTREMELY POOR. THE BEVERAGE MENU HAS MORE OPTIONS THAN THE FOOD MENU.  THE PLACE IS really small and the seating system is really bad too, they made us sit on a two person table when we were 3 of us and refused to give us a 4 person table and we sat pretty uncomfortably. Also the rates are very expensive just because of its location. The taste of food is also very basic and average. Usually when a place is expensive and the taste of the food is good, a person won’t...read more"
Veronica's,3.2,Cafe,"1,500",mumbai,"visited this place with my family, the food was good but the staff very annoying.He kept talking rudely and loudly  like he was doing us a favour by taking our order. He was later replaced by a normal polite guy, hence didn't complain.Guys please make a note of it!"
Veronica's,3.2,Cafe,"1,500",mumbai,Busted cold brew it was a mess it was spoilt is what I mean from this review I love their food but this takes away from it
Le Coffee House,3.7,Cafe,350,pune,"no ventilation or air conditioning, lemon soda tasted like laundry water, stale shrunken fries from God knows what era, cold coffee tasted like thinned out mala's chocolate syrup. Bread bash next to it is a far better option and serves fresh fries"
Le Coffee House,3.7,Cafe,350,pune,Very few place in town who serve really good sandwich and coffee and le coffee house is one of it. There thick coffee and Bombay grilled sandwich are to die for. Really loved it.
Le Coffee House,3.7,Cafe,350,pune,Best Bombay Grilled Sandwich Ever! One Must Try It! Nice and Beautiful Ambience! And Staff was Quite Fast and Polite!
Le Flamington,4.9,"Cafe, European",700,pune,The review is late but I had to put it out here visited the cafe in July with two of my friends.It was Sunday and quite empty we had ordered signature ice dark which was amazing highly recommend cannot wait to be back just to have it again.The butter croissant was  amazing fresh.We had the Bombay sandwich and chicken sandwich the portion the taste everything was on point fresh.We had black forest cake and the grey which was unbelievable best deserts i ever had ❤️ Then we took the hand rolled Belgian and the one more chocolate which was freshly made for takeaway and it was amazing. Such a nice place cannot wait to be back
Le Flamington,4.9,"Cafe, European",700,pune,"the place is on the main road, ahead of Toit. The ambience is nice with light music. The decor is nice as well. Most tables are at a distance from each other. The menu is pretty decent. Service is good and food was really good. Ordered the The Le sandwich which had ham and beef, i felt that had too much bread with 2 layers but was filling and went well with the side of masala fries which were really good. The MOC omlette was nice and fluffy with a good filing of mushroom,cheese and olives and the sour dough. The cream cheese salad was the best thing we had called for. The leaves, mushroom, olives and cream cheese went very well with the sour dough.for drinks we called for drinking...read more"
Le Flamington,4.9,"Cafe, European",700,pune,The place is small but looks nice.The food was good. Be careful while selecting from the Vegan options though. Desserts are a must try!
Ventana,New,"North Indian, European, Continental, Asian, Fast Food, Cafe, Coffee, Beverages","1,200",pune,"I visited Ventana for my birthday celebration and it could not have been any better. The food, ambience and the hospitality was above our expectation. You should definitely try the Butter Garlic Prawns and the Pepper Chicken. This place is a must visit if you are looking for a cozy environment."
Ventana,New,"North Indian, European, Continental, Asian, Fast Food, Cafe, Coffee, Beverages","1,200",pune,Do yourself a favor and visit this lovely restaurant when you are in Vimannagar. The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best meal we had while in. Highly recommend!
Ventana,New,"North Indian, European, Continental, Asian, Fast Food, Cafe, Coffee, Beverages","1,200",pune,Do yourself a favor and visit this lovely restaurant when you are in Vimananagar. The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing – everything we tasted melted in other mouths. Absolutely the best meal we had while in. Highly recommend!
Ventana,New,"North Indian, European, Continental, Asian, Fast Food, Cafe, Coffee, Beverages","1,200",pune,"Excellent setup with a rooftop setting that is also covered. It's airy and with artificial and real plants all around. Regarding food, I had ordered cream of veg soup, Jalapeno poppers, asian Garlic pepper sauce cottage cheese, paneer lababdar, pepper cottage cheese pizza, arabbiata pasta, Walnut brownie with ice cream. All were great and the portion size was also generous. Also ordered a frappe with caramel addition. This could have been a little thicker and was the least impressive item.Paneer lababdar and pizza were the star of the show. Simply lip smacking. Also it is pocket friendly restaurant without compromising on food quality."
One O Eight Cafe,4.1,"Cafe, Pizza, Continental, Italian, Bakery, Beverages","1,200",pune,the falafel is too dry...maybe because the delivery takes a little while. The outer crust was too hard and chewy and the inner portion was too dry.Hummus is okay but less in quantity. Little tweaks and it will be totally worth it. for now it was 3/5 sort of experience
One O Eight Cafe,4.1,"Cafe, Pizza, Continental, Italian, Bakery, Beverages","1,200",pune,Extremely salty. Not edible .
Oven The Bakery & Cafe   ,4.1,"Cafe, Shake, Beverages, Waffle, Bakery, Desserts, Italian, Mexican",850,pune,they don't even know how to pack the parcel and when we complain to them they say it's not their fault 
Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"Came across this Hidden Gem recently! Tanoshii Cafe is a co-working space and a super aesthetically pleasing cafe. The charges are very affordable, starting from Rs100 and the beverages are on the house. I love the ambience, it has a cute boho themed decor. Tanoshii Cafe also has a conference room where you can have your meetings and conferences. The terrace is so beautifully made, it gives a homely feeling. You can work here for hours. They have a good menu to choose from, definitely try out the pasta Lovely cafe with a beautiful peaceful vibe "
Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"What if we had a cafe and a co working space both in one place? This newest cafe plus co working space opened on SB road Pune is the ultimate business and social gathering experience. Tanoshii means FUN in Japanese, and this co-working space is true to its name. It offers you fun environment while working.They have cozy co working space with High speed wi-fi, beverages are on the house. Charges start from just 100They have a pretty huge conference room to set up meetings, seminars, events and much more.They have variety of options in food and beverages.And not to forget, the washrooms are so so pretty and clean! The interiors here are warm,  comforting and aesthetically...read more"
Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"Tanoshii Cafe    Pune’s Bustling Cafe Culture gets a new aesthetic cafe and coworking space- Tanoshii Cafe. This cafe located on Senapati Bapat Road offers you serene and comforting vibes. The ambience is aesthetic, gorgeous and artistic. Talking about this unique space, it has been thoughtfully curated and little details are specially taken care of. They also got many gram-worthy spots which are perfect for clicking pictures. It's a perfect place for events, group meetings (as they have conference room as well) or casual hangouts with friends.    You get an hour pass for 100, a day pass for 700 and a monthly pass for 5000, where you can work with high-speed internet...read more"
Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"very peaceful and cozy atmosphere, the staff is very welcoming. the service was perfect, no delays no complaints.  Try their variety of crossaints and cheesecakes. A very enthusiastic and calm co-working space!!"
Tanoshii Cafe,3.9,"Cafe, Coffee, Shake, Beverages, Sandwich, Pasta, Fast Food",900,pune,"Tanoshii is nested in the beautiful lanes of Model Colony which is a two-storied co-working and cafe space! A serene space where the aesthetics will feel like home and vibes that will keep you coming back! This time-based cafe, has ample space to work from and chill with a beautiful terrace, conference room and so much more that you are to experience it yourself!"
One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,best food quality. best service by Shruti 
One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,very nice place really loved the service❤very helpfull staff and yummy food😍😍highly recommend the Rose Kissed Latte and Sandwich 😍😋
One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,This place is amazing! They offered the best coffee and showed the best attitude to its costumers. I visited with my family we had a great time also this place is perfect for studying and chilling out. It was very quiet air conditioned with very fast and unlimited internet connection😍❤️.
One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,"A nice place to enjoy coffee and some tea cakes with friends. Open late night, this place has an amazing ambience, good and polite staff and some amazing coffee options. Must try - Chocolate Orange Cake"
One World - The Coffee Studio,4,"Cafe, Coffee, Tea, Salad, Fast Food, Desserts","1,300",pune,The desserts we had were excellent and the coffee too..The ambience is a pure class setup. ..worth a visit 
Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,"pizza is fine, the crispy seafood's quality isn't consistent, sometime's its great, today not so much."
Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,very good n tasty but due to traffic I guess the pizza was not warm
Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,Worst delivery experience. The pizza is smashed and destroyed.
Jamie's Pizzeria By Jamie Oliver,3.7,"Cafe, Coffee, Salad, Fast Food, Pizza, Italian, Desserts, Beverages",700,pune,"we ordered 3 items:fish fingers- really greasy, fish tasted old or frozen. I would not suggest any fried products as it seems like they're frozen and it ends up tasting really weird.pepperoni pizza - nice crust, decent tasting pizza, pretty standard and i think any pizza might be a good choice as it seems to be their specialty lemon ginger beer- refreshing summery drink, heavier on the ginger flavour so if you don't like that then you might not enjoy it.request to the restaurant- please improve your fish fingers, it was really disappointing :("
The Burger Barn Cafe,3.4,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",950,pune,"Very nice ambience as it is rooftop cafe, they have maintained the same taste and same quality in all outlets in pune from past several years.Barn veggie burger mexican style - 3.5/5Veg extreme burger - 4/5Barn chilly chesse fries - 2.5/5"
The Burger Barn Cafe,3.4,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",950,pune,my fav burger 
The Burger Barn Cafe,3.4,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",950,pune,Portion size is good but taste and quality can be improved considering the price point.
Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune," Solo Espresso was a shot of pure energy! The intense flavor and rich crema were top-notch, and it was evident that the coffee beans were of high quality. "
Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune,"My Americano coffee arrived piping hot and was a much-needed boost to start my day. The flavor was bold and robust, just how I like it. The delivery was quick and ensured I got my coffee fix right on time. "
Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune,Paneer Wrap was a mouthwatering delight! The paneer was well-seasoned and combined perfectly with the fresh veggies and sauce. 
Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune,Olive & Jalapeno Croissant was a perfect blend of savory and spicy flavors! The croissant was flaky and filled with delicious olives and jalapenos. 
Aeka Coffee,3.9,"Cafe, Coffee, Fast Food",500,pune," Mushroom Sandwich was a delightful surprise! The savory mushrooms and flavorful sauce made this sandwich stand out. It arrived promptly, and the taste exceeded my expectations."
La Segreto Cafe And Resto,-,"Cafe, Coffee, Burger, Pizza, Pasta, Italian, Fast Food, Beverages",500,pune,A must visit place
La Segreto Cafe And Resto,-,"Cafe, Coffee, Burger, Pizza, Pasta, Italian, Fast Food, Beverages",500,pune,Loved the food and ambiance with the exotic touch of jazz music in background must visit cafe and it has co working space as well..
La Segreto Cafe And Resto,-,"Cafe, Coffee, Burger, Pizza, Pasta, Italian, Fast Food, Beverages",500,pune,the quality of food is awesome and the taste of pizza is superb really appreciate to customer satisfaction keep it up
Ambrosia Patisserie & Cafe - Ambrosia Resort & Spa,3.9,"Cafe, Bakery, Beverages, Desserts",600,pune,"Ambrosia is a really quiet and nice area, surrounded by lots of trees that make you feel like you're in the jungle. Nice location if you want to escape the bustle of the city. The food is top-notch. There is no compromising on food quality or quantity. Excellent vegetarian and non-vegetarian meal options, must visit place with friends and family!"
Ambrosia Patisserie & Cafe - Ambrosia Resort & Spa,3.9,"Cafe, Bakery, Beverages, Desserts",600,pune,Loved their starters and veg Biriyani
Ambrosia Patisserie & Cafe - Ambrosia Resort & Spa,3.9,"Cafe, Bakery, Beverages, Desserts",600,pune,"Enjoy this beautiful cuisine at this beautiful resort at Bavdhan, Pune. This place has spiritual vibes and also this place is located in the heaven of nature like while having lunch you can hear the echo of peacock’s. They have excellent ambience. Reasonable rates with good quality food. So do visit this resort."
Ambrozia Cafe And Patisserie,4.2,"Cafe, Bakery, Italian, Pizza, Sandwich, Fast Food, Desserts, Beverages",500,pune,"I love this place 💗.Great ambiance...Their Sinful Molten Chocolate with Ice-cream is a masterpiece, I'm full yet I can't stop having it🤌🤌🤤🤤"
Ambrozia Cafe And Patisserie,4.2,"Cafe, Bakery, Italian, Pizza, Sandwich, Fast Food, Desserts, Beverages",500,pune,Macrons were broken
